feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23
0.018,0.018,0.012,0.024,1.936,2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038
0.018,0.012,0.024,1.936,2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03
0.012,0.024,1.936,2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014
0.024,1.936,2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024
1.936,2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018
2.888,3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014
3.028,0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116
0.44,0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158
0.402,0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82
0.338,0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148
0.024,0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022
0.012,0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016
0.024,0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836
0.326,0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37
0.062,0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268
0.318,0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618
0.652,1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894
1.698,1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322
1.788,1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902
1.092,0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58
0.112,0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766
0.078,0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188
0.036,0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016
0.038,0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408
0.03,0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066
0.014,0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028
0.024,0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024
0.018,0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018
0.014,1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014
1.116,3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01
3.158,2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87
2.82,0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502
0.148,0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996
0.022,0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896
0.016,1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552
1.836,3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698
3.37,1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92
1.268,2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404
2.618,1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1
1.894,0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058
0.322,1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064
1.902,1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042
1.58,0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526
0.766,2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018
2.188,2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018
2.016,0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032
0.408,0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472
0.066,0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032
0.028,0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142
0.024,0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058
0.018,0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044
0.014,2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046
2.01,0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046
0.87,0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016
0.502,2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734
2.996,0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226
0.896,0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496
0.552,1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0
1.698,2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478
2.92,2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12
2.404,1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756
1.1,1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58
1.058,0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048
0.064,1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8
1.042,1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502
1.526,0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844
0.018,0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054
0.018,0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336
0.032,0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658
0.472,2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344
2.032,0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216
0.142,0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038
0.058,0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016
0.044,0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032
0.046,0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018
0.046,0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016
0.016,0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032
0.734,2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018
2.226,2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57
2.496,1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214
1.0,0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584
0.478,2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948
2.12,1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518
1.756,0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692
0.58,0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376
0.048,0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584
0.8,1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49
1.502,0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116
0.844,1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328
1.054,0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2
0.336,0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528
0.658,0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962
0.344,0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626
0.216,0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278
0.038,0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114
0.016,0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04
0.032,0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03
0.018,0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016
0.016,0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014
0.032,0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016
0.018,1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014
1.57,0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016
0.214,1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026
1.584,0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964
0.948,0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862
0.518,0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24
0.692,0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052
0.376,0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806
0.584,0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99
0.49,0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182
0.116,0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376
0.328,0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428
0.2,1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826
1.528,2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898
2.962,1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69
1.626,0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462
0.278,0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122
0.114,0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044
0.04,0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016
0.03,0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024
0.016,0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026
0.014,0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018
0.016,0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014
0.014,0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016
0.016,0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016
0.026,0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018
0.964,2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426
2.862,1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246
1.24,2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336
2.052,1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178
1.806,0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158
0.99,0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178
0.182,0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252
0.376,0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864
0.428,1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072
1.826,0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19
0.898,0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096
0.69,1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742
1.462,0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454
0.122,0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454,3.052
0.044,0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454,3.052,2.916
0.016,0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454,3.052,2.916,0.144
0.024,0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454,3.052,2.916,0.144,0.092
0.026,0.018,0.014,0.016,0.016,0.018,2.426,1.246,0.336,0.178,0.158,0.178,0.252,0.864,0.072,0.19,1.096,0.742,1.454,3.052,2.916,0.144,0.092,0.042
